particle,energy_MeV,detector_material,detector_thickness_mm,mean_eDep_MeV,std_eDep_MeV,stderr_eDep_MeV,n_events
deuteron,5.3999999999999995,Si,0.75,5.39946,0.0424868,0.000424868,10000
deuteron,5.3999999999999995,Si,1.0,5.40035,0.019321,0.00019321,10000
deuteron,5.3999999999999995,Si,1.25,5.39988,0.0299839,0.000299839,10000
deuteron,5.3999999999999995,Si,1.5,5.40017,0.0559883,0.000559883,10000
deuteron,5.3999999999999995,Si,1.75,5.4005,0.0498726,0.000498726,10000
deuteron,5.3999999999999995,Si,2.0,5.399,0.057806,0.00057806,10000
deuteron,5.499999999999999,Si,0.5,5.49958,0.0411579,0.000411579,10000
deuteron,5.499999999999999,Si,0.75,5.49843,0.0792677,0.000792677,10000
deuteron,5.499999999999999,Si,1.0,5.50033,0.0602928,0.000602928,10000
deuteron,5.499999999999999,Si,1.25,5.49955,0.0698725,0.000698725,10000
deuteron,5.499999999999999,Si,1.5,5.49949,0.0918458,0.000918458,10000
deuteron,5.499999999999999,Si,1.75,5.50028,0.0138568,0.000138568,10000
deuteron,5.499999999999999,Si,2.0,5.50091,0.0542978,0.000542978,10000
deuteron,5.599999999999999,Si,0.5,5.59902,0.0569514,0.000569514,10000
deuteron,5.599999999999999,Si,0.75,5.59933,0.0894275,0.000894275,10000
deuteron,5.599999999999999,Si,1.0,5.59975,0.0382545,0.000382545,10000
deuteron,5.599999999999999,Si,1.25,5.60111,0.0880725,0.000880725,10000
deuteron,5.599999999999999,Si,1.5,5.59971,0.0214422,0.000214422,10000
deuteron,5.599999999999999,Si,1.75,5.60066,0.070927,0.00070927,10000
deuteron,5.599999999999999,Si,2.0,5.59964,0.0637854,0.000637854,10000
deuteron,5.699999999999999,Si,0.5,5.70019,0.056898,0.00056898,10000
deuteron,5.699999999999999,Si,0.75,5.70117,0.0765419,0.000765419,10000
deuteron,5.699999999999999,Si,1.0,5.70048,0.0596427,0.000596427,10000
deuteron,5.699999999999999,Si,1.25,5.69909,0.0933426,0.000933426,10000
deuteron,5.699999999999999,Si,1.5,5.69956,0.0728007,0.000728007,10000
deuteron,5.699999999999999,Si,1.75,5.69954,0.054894,0.00054894,10000
deuteron,5.699999999999999,Si,2.0,5.69971,0.0625938,0.000625938,10000
deuteron,5.799999999999999,Si,0.5,5.80003,0.0687246,0.000687246,10000
deuteron,5.799999999999999,Si,0.75,5.80001,0.0439602,0.000439602,10000
deuteron,5.799999999999999,Si,1.0,5.79978,0.0499215,0.000499215,10000
deuteron,5.799999999999999,Si,1.25,5.80044,0.0383597,0.000383597,10000
deuteron,5.799999999999999,Si,1.5,5.79929,0.0692732,0.000692732,10000
deuteron,5.799999999999999,Si,1.75,5.80149,0.0859777,0.000859777,10000
deuteron,5.799999999999999,Si,2.0,5.79992,0.0566776,0.000566776,10000
deuteron,5.8999999999999995,Si,0.5,5.89975,0.113185,0.00113185,10000
deuteron,5.8999999999999995,Si,0.75,5.8985,0.0739581,0.000739581,10000
deuteron,5.8999999999999995,Si,1.0,5.89901,0.085116,0.00085116,10000
deuteron,5.8999999999999995,Si,1.25,5.89863,0.0735476,0.000735476,10000
deuteron,5.8999999999999995,Si,1.5,5.89959,0.0499499,0.000499499,10000
deuteron,5.8999999999999995,Si,1.75,5.90057,0.0519154,0.000519154,10000
deuteron,5.8999999999999995,Si,2.0,5.89967,0.0721009,0.000721009,10000
deuteron,5.999999999999999,Si,0.5,6.00006,0.0308165,0.000308165,10000
deuteron,5.999999999999999,Si,0.75,5.99956,0.083944,0.00083944,10000
deuteron,5.999999999999999,Si,1.0,5.9998,0.0796852,0.000796852,10000
deuteron,5.999999999999999,Si,1.25,6.00117,0.0582066,0.000582066,10000
deuteron,5.999999999999999,Si,1.5,5.99995,0.0347551,0.000347551,10000
deuteron,5.999999999999999,Si,1.75,5.99861,0.0760834,0.000760834,10000
deuteron,5.999999999999999,Si,2.0,5.99965,0.0237447,0.000237447,10000
deuteron,6.099999999999999,Si,0.5,6.09939,0.0708639,0.000708639,10000
deuteron,6.099999999999999,Si,0.75,6.0989,0.0537211,0.000537211,10000
deuteron,6.099999999999999,Si,1.0,6.09811,0.104136,0.00104136,10000
deuteron,6.099999999999999,Si,1.25,6.09887,0.0754039,0.000754039,10000
deuteron,6.099999999999999,Si,1.5,6.10021,0.0512528,0.000512528,10000
deuteron,6.099999999999999,Si,1.75,6.09897,0.0835701,0.000835701,10000
deuteron,6.099999999999999,Si,2.0,6.10113,0.110935,0.00110935,10000
deuteron,6.199999999999999,Si,0.5,6.2006,0.0382345,0.000382345,10000
deuteron,6.199999999999999,Si,0.75,6.20055,0.0332477,0.000332477,10000
deuteron,6.199999999999999,Si,1.0,6.19956,0.0427763,0.000427763,10000
deuteron,6.199999999999999,Si,1.25,6.19901,0.0566033,0.000566033,10000
deuteron,6.199999999999999,Si,1.5,6.19981,0.103087,0.00103087,10000
deuteron,6.199999999999999,Si,1.75,6.19946,0.0451849,0.000451849,10000
deuteron,6.199999999999999,Si,2.0,6.20004,0.0704397,0.000704397,10000
deuteron,6.299999999999999,Si,0.5,6.29904,0.0757251,0.000757251,10000
deuteron,6.299999999999999,Si,0.75,6.29984,0.038479,0.00038479,10000
deuteron,6.299999999999999,Si,1.0,6.30017,0.0251844,0.000251844,10000
deuteron,6.299999999999999,Si,1.25,6.29918,0.0662333,0.000662333,10000
deuteron,6.299999999999999,Si,1.5,6.29999,0.0697613,0.000697613,10000
deuteron,6.299999999999999,Si,1.75,6.29897,0.0763632,0.000763632,10000
deuteron,6.299999999999999,Si,2.0,6.30009,0.100613,0.00100613,10000
deuteron,6.3999999999999995,Si,0.5,6.39963,0.0355677,0.000355677,10000
deuteron,6.3999999999999995,Si,0.75,6.40029,0.0814655,0.000814655,10000
deuteron,6.3999999999999995,Si,1.0,6.39977,0.104744,0.00104744,10000
deuteron,6.3999999999999995,Si,1.25,6.40002,0.0604592,0.000604592,10000
deuteron,6.3999999999999995,Si,1.5,6.39945,0.0340034,0.000340034,10000
deuteron,6.3999999999999995,Si,1.75,6.39945,0.0700016,0.000700016,10000
deuteron,6.3999999999999995,Si,2.0,6.40019,0.110149,0.00110149,10000
deuteron,6.499999999999999,Si,0.5,6.50058,0.0745386,0.000745386,10000
deuteron,6.499999999999999,Si,0.75,6.49911,0.0833716,0.000833716,10000
deuteron,6.499999999999999,Si,1.0,6.50023,0.0738565,0.000738565,10000
deuteron,6.499999999999999,Si,1.25,6.50001,0.00145586,1.45586e-05,10000
deuteron,6.499999999999999,Si,1.5,6.49825,0.0986499,0.000986499,10000
deuteron,6.499999999999999,Si,1.75,6.50038,0.0579957,0.000579957,10000
deuteron,6.499999999999999,Si,2.0,6.49956,0.0932807,0.000932807,10000
deuteron,6.599999999999999,Si,0.5,6.59998,0.0801223,0.000801223,10000
deuteron,6.599999999999999,Si,0.75,6.59969,0.0828581,0.000828581,10000
deuteron,6.599999999999999,Si,1.0,6.5998,0.110608,0.00110608,10000
deuteron,6.599999999999999,Si,1.25,6.60043,0.079226,0.00079226,10000
deuteron,6.599999999999999,Si,1.5,6.59934,0.0674968,0.000674968,10000
deuteron,6.599999999999999,Si,1.75,6.59864,0.0808007,0.000808007,10000
deuteron,6.599999999999999,Si,2.0,6.59854,0.0654634,0.000654634,10000
deuteron,6.699999999999999,Si,0.5,6.70053,0.0615907,0.000615907,10000
deuteron,6.699999999999999,Si,0.75,6.69931,0.0490301,0.000490301,10000
deuteron,6.699999999999999,Si,1.0,6.69826,0.0914318,0.000914318,10000
deuteron,6.699999999999999,Si,1.25,6.70015,0.037943,0.00037943,10000
deuteron,6.699999999999999,Si,1.5,6.70047,0.0553053,0.000553053,10000
deuteron,6.699999999999999,Si,1.75,6.69961,0.0642877,0.000642877,10000
deuteron,6.699999999999999,Si,2.0,6.70027,0.0758088,0.000758088,10000
deuteron,6.799999999999999,Si,0.5,6.79796,0.0846372,0.000846372,10000
deuteron,6.799999999999999,Si,0.75,6.8005,0.0631023,0.000631023,10000
deuteron,6.799999999999999,Si,1.0,6.80033,0.107931,0.00107931,10000
deuteron,6.799999999999999,Si,1.25,6.79932,0.0497315,0.000497315,10000
deuteron,6.799999999999999,Si,1.5,6.7995,0.104581,0.00104581,10000
deuteron,6.799999999999999,Si,1.75,6.80062,0.055077,0.00055077,10000
deuteron,6.799999999999999,Si,2.0,6.80053,0.0835517,0.000835517,10000
deuteron,6.8999999999999995,Si,0.5,6.89835,0.121058,0.00121058,10000
deuteron,6.8999999999999995,Si,0.75,6.89896,0.105645,0.00105645,10000
deuteron,6.8999999999999995,Si,1.0,6.89873,0.120146,0.00120146,10000
deuteron,6.8999999999999995,Si,1.25,6.89975,0.112062,0.00112062,10000
deuteron,6.8999999999999995,Si,1.5,6.89864,0.102164,0.00102164,10000
deuteron,6.8999999999999995,Si,1.75,6.89871,0.102912,0.00102912,10000
deuteron,6.8999999999999995,Si,2.0,6.89931,0.0925783,0.000925783,10000
deuteron,6.999999999999999,Si,0.5,6.99931,0.0993232,0.000993232,10000
deuteron,6.999999999999999,Si,0.75,6.99972,0.108822,0.00108822,10000
deuteron,6.999999999999999,Si,1.0,7.00079,0.0725361,0.000725361,10000
deuteron,6.999999999999999,Si,1.25,6.99972,0.055131,0.00055131,10000
deuteron,6.999999999999999,Si,1.5,6.99882,0.084271,0.00084271,10000
deuteron,6.999999999999999,Si,1.75,6.99912,0.0808993,0.000808993,10000
deuteron,6.999999999999999,Si,2.0,6.99975,0.0414299,0.000414299,10000
deuteron,7.099999999999999,Si,0.5,7.09852,0.101176,0.00101176,10000
deuteron,7.099999999999999,Si,0.75,7.10051,0.092036,0.00092036,10000
deuteron,7.099999999999999,Si,1.0,7.09859,0.0992458,0.000992458,10000
deuteron,7.099999999999999,Si,1.25,7.09726,0.12386,0.0012386,10000
deuteron,7.099999999999999,Si,1.5,7.09909,0.0660163,0.000660163,10000
deuteron,7.099999999999999,Si,1.75,7.10054,0.0820021,0.000820021,10000
deuteron,7.099999999999999,Si,2.0,7.1002,0.0341461,0.000341461,10000
deuteron,7.199999999999999,Si,0.5,7.19903,0.0630644,0.000630644,10000
deuteron,7.199999999999999,Si,0.75,7.2003,0.0740107,0.000740107,10000
deuteron,7.199999999999999,Si,1.0,7.19854,0.0802515,0.000802515,10000
deuteron,7.199999999999999,Si,1.25,7.19898,0.0841001,0.000841001,10000
deuteron,7.199999999999999,Si,1.5,7.19661,0.124571,0.00124571,10000
deuteron,7.199999999999999,Si,1.75,7.19967,0.0974538,0.000974538,10000
deuteron,7.199999999999999,Si,2.0,7.19902,0.16332,0.0016332,10000
deuteron,7.299999999999999,Si,0.5,7.29743,0.115503,0.00115503,10000
deuteron,7.299999999999999,Si,0.75,7.2996,0.0727787,0.000727787,10000
deuteron,7.299999999999999,Si,1.0,7.2997,0.0400323,0.000400323,10000
deuteron,7.299999999999999,Si,1.25,7.29965,0.130286,0.00130286,10000
deuteron,7.299999999999999,Si,1.5,7.29973,0.0799252,0.000799252,10000
deuteron,7.299999999999999,Si,1.75,7.29734,0.0958442,0.000958442,10000
deuteron,7.299999999999999,Si,2.0,7.29897,0.0821955,0.000821955,10000
deuteron,7.3999999999999995,Si,0.5,7.39867,0.0910197,0.000910197,10000
deuteron,7.3999999999999995,Si,0.75,7.39972,0.071132,0.00071132,10000
deuteron,7.3999999999999995,Si,1.0,7.3996,0.0697471,0.000697471,10000
deuteron,7.3999999999999995,Si,1.25,7.39793,0.10359,0.0010359,10000
deuteron,7.3999999999999995,Si,1.5,7.39988,0.0864348,0.000864348,10000
deuteron,7.3999999999999995,Si,1.75,7.39848,0.0965021,0.000965021,10000
deuteron,7.3999999999999995,Si,2.0,7.39917,0.0745022,0.000745022,10000
deuteron,7.499999999999999,Si,0.5,7.49929,0.0858304,0.000858304,10000
deuteron,7.499999999999999,Si,0.75,7.49773,0.104928,0.00104928,10000
deuteron,7.499999999999999,Si,1.0,7.49954,0.0801884,0.000801884,10000
deuteron,7.499999999999999,Si,1.25,7.49972,0.0268874,0.000268874,10000
deuteron,7.499999999999999,Si,1.5,7.4972,0.102059,0.00102059,10000
deuteron,7.499999999999999,Si,1.75,7.4981,0.0919663,0.000919663,10000
deuteron,7.499999999999999,Si,2.0,7.49915,0.0659367,0.000659367,10000
deuteron,7.599999999999999,Si,0.5,7.59796,0.100544,0.00100544,10000
deuteron,7.599999999999999,Si,0.75,7.60052,0.0550165,0.000550165,10000
deuteron,7.599999999999999,Si,1.0,7.59695,0.132367,0.00132367,10000
deuteron,7.599999999999999,Si,1.25,7.59908,0.0563583,0.000563583,10000
deuteron,7.599999999999999,Si,1.5,7.59804,0.121602,0.00121602,10000
deuteron,7.599999999999999,Si,1.75,7.59922,0.0772199,0.000772199,10000
deuteron,7.599999999999999,Si,2.0,7.59837,0.086019,0.00086019,10000
deuteron,7.699999999999999,Si,0.5,7.69718,0.12679,0.0012679,10000
deuteron,7.699999999999999,Si,0.75,7.69774,0.100074,0.00100074,10000
deuteron,7.699999999999999,Si,1.0,7.69857,0.09404,0.0009404,10000
deuteron,7.699999999999999,Si,1.25,7.69873,0.104982,0.00104982,10000
deuteron,7.699999999999999,Si,1.5,7.69784,0.10955,0.0010955,10000
deuteron,7.699999999999999,Si,1.75,7.69866,0.132343,0.00132343,10000
deuteron,7.699999999999999,Si,2.0,7.69678,0.13938,0.0013938,10000
deuteron,7.799999999999999,Si,0.5,7.79689,0.11956,0.0011956,10000
deuteron,7.799999999999999,Si,0.75,7.79812,0.0739831,0.000739831,10000
deuteron,7.799999999999999,Si,1.0,7.79929,0.0754355,0.000754355,10000
deuteron,7.799999999999999,Si,1.25,7.79924,0.0874691,0.000874691,10000
deuteron,7.799999999999999,Si,1.5,7.79793,0.137181,0.00137181,10000
deuteron,7.799999999999999,Si,1.75,7.80017,0.106968,0.00106968,10000
deuteron,7.799999999999999,Si,2.0,7.79976,0.138315,0.00138315,10000
deuteron,7.899999999999999,Si,0.5,7.89791,0.0932413,0.000932413,10000
deuteron,7.899999999999999,Si,0.75,7.89807,0.103001,0.00103001,10000
deuteron,7.899999999999999,Si,1.0,7.89894,0.0779526,0.000779526,10000
deuteron,7.899999999999999,Si,1.25,7.89774,0.147898,0.00147898,10000
deuteron,7.899999999999999,Si,1.5,7.89971,0.116263,0.00116263,10000
deuteron,7.899999999999999,Si,1.75,7.89795,0.112997,0.00112997,10000
deuteron,7.899999999999999,Si,2.0,7.89905,0.0689683,0.000689683,10000
deuteron,7.999999999999999,Si,0.5,7.99897,0.125208,0.00125208,10000
deuteron,7.999999999999999,Si,0.75,7.99766,0.137105,0.00137105,10000
deuteron,7.999999999999999,Si,1.0,7.99986,0.0711618,0.000711618,10000
deuteron,7.999999999999999,Si,1.25,7.99827,0.0853521,0.000853521,10000
deuteron,7.999999999999999,Si,1.5,7.99704,0.128525,0.00128525,10000
deuteron,7.999999999999999,Si,1.75,7.99751,0.132908,0.00132908,10000
deuteron,7.999999999999999,Si,2.0,7.99883,0.0880238,0.000880238,10000
deuteron,8.1,Si,0.5,8.09732,0.118642,0.00118642,10000
deuteron,8.1,Si,0.75,8.09737,0.135276,0.00135276,10000
deuteron,8.1,Si,1.0,8.09823,0.115533,0.00115533,10000
deuteron,8.1,Si,1.25,8.09806,0.125968,0.00125968,10000
deuteron,8.1,Si,1.5,8.09926,0.0626725,0.000626725,10000
deuteron,8.1,Si,1.75,8.09712,0.139323,0.00139323,10000
deuteron,8.1,Si,2.0,8.09806,0.0820357,0.000820357,10000
deuteron,8.2,Si,0.5,8.19872,0.101504,0.00101504,10000
deuteron,8.2,Si,0.75,8.19932,0.155511,0.00155511,10000
deuteron,8.2,Si,1.0,8.19758,0.130132,0.00130132,10000
deuteron,8.2,Si,1.25,8.19751,0.116971,0.00116971,10000
deuteron,8.2,Si,1.5,8.19821,0.122253,0.00122253,10000
deuteron,8.2,Si,1.75,8.19788,0.153269,0.00153269,10000
deuteron,8.2,Si,2.0,8.196,0.16252,0.0016252,10000
deuteron,8.299999999999999,Si,0.5,8.29542,0.155202,0.00155202,10000
deuteron,8.299999999999999,Si,0.75,8.2984,0.121496,0.00121496,10000
deuteron,8.299999999999999,Si,1.0,8.29761,0.142614,0.00142614,10000
deuteron,8.299999999999999,Si,1.25,8.30008,0.144361,0.00144361,10000
deuteron,8.299999999999999,Si,1.5,8.29719,0.16119,0.0016119,10000
deuteron,8.299999999999999,Si,1.75,8.29782,0.118391,0.00118391,10000
deuteron,8.299999999999999,Si,2.0,8.29808,0.144712,0.00144712,10000
deuteron,8.399999999999999,Si,0.5,8.39862,0.0729268,0.000729268,10000
deuteron,8.399999999999999,Si,0.75,8.39859,0.147899,0.00147899,10000
deuteron,8.399999999999999,Si,1.0,8.39851,0.129423,0.00129423,10000
deuteron,8.399999999999999,Si,1.25,8.39425,0.185648,0.00185648,10000
deuteron,8.399999999999999,Si,1.5,8.39592,0.163652,0.00163652,10000
deuteron,8.399999999999999,Si,1.75,8.3971,0.117539,0.00117539,10000
deuteron,8.399999999999999,Si,2.0,8.39847,0.139958,0.00139958,10000
deuteron,8.499999999999998,Si,0.5,8.49604,0.13992,0.0013992,10000
deuteron,8.499999999999998,Si,0.75,8.49795,0.137437,0.00137437,10000
deuteron,8.499999999999998,Si,1.0,8.49765,0.128766,0.00128766,10000
deuteron,8.499999999999998,Si,1.25,8.49686,0.150645,0.00150645,10000
deuteron,8.499999999999998,Si,1.5,8.49898,0.0946262,0.000946262,10000
deuteron,8.499999999999998,Si,1.75,8.49754,0.130944,0.00130944,10000
deuteron,8.499999999999998,Si,2.0,8.49856,0.112651,0.00112651,10000
deuteron,8.6,Si,0.5,8.59737,0.140199,0.00140199,10000
deuteron,8.6,Si,0.75,8.59989,0.0815322,0.000815322,10000
deuteron,8.6,Si,1.0,8.59847,0.133523,0.00133523,10000
deuteron,8.6,Si,1.25,8.59836,0.113564,0.00113564,10000
deuteron,8.6,Si,1.5,8.59553,0.183407,0.00183407,10000
deuteron,8.6,Si,1.75,8.59834,0.11885,0.0011885,10000
deuteron,8.6,Si,2.0,8.59563,0.199172,0.00199172,10000
deuteron,8.7,Si,0.5,8.69915,0.10714,0.0010714,10000
deuteron,8.7,Si,0.75,8.69854,0.0988787,0.000988787,10000
deuteron,8.7,Si,1.0,8.69823,0.128834,0.00128834,10000
deuteron,8.7,Si,1.25,8.69711,0.173199,0.00173199,10000
deuteron,8.7,Si,1.5,8.70018,0.121721,0.00121721,10000
deuteron,8.7,Si,1.75,8.69988,0.0891689,0.000891689,10000
deuteron,8.7,Si,2.0,8.69844,0.132728,0.00132728,10000
deuteron,8.799999999999999,Si,0.5,8.79628,0.156513,0.00156513,10000
deuteron,8.799999999999999,Si,0.75,8.79767,0.131161,0.00131161,10000
deuteron,8.799999999999999,Si,1.0,8.79809,0.12119,0.0012119,10000
deuteron,8.799999999999999,Si,1.25,8.79663,0.152721,0.00152721,10000
deuteron,8.799999999999999,Si,1.5,8.79818,0.136406,0.00136406,10000
deuteron,8.799999999999999,Si,1.75,8.79738,0.158173,0.00158173,10000
deuteron,8.799999999999999,Si,2.0,8.79471,0.1815,0.001815,10000
deuteron,8.899999999999999,Si,0.5,8.89842,0.133423,0.00133423,10000
deuteron,8.899999999999999,Si,0.75,8.89908,0.110543,0.00110543,10000
deuteron,8.899999999999999,Si,1.0,8.89698,0.109201,0.00109201,10000
deuteron,8.899999999999999,Si,1.25,8.89859,0.134367,0.00134367,10000
deuteron,8.899999999999999,Si,1.5,8.89758,0.139109,0.00139109,10000
deuteron,8.899999999999999,Si,1.75,8.8958,0.189617,0.00189617,10000
deuteron,8.899999999999999,Si,2.0,8.89805,0.131867,0.00131867,10000
deuteron,8.999999999999998,Si,0.5,8.99227,0.203641,0.00203641,10000
deuteron,8.999999999999998,Si,0.75,8.99828,0.107248,0.00107248,10000
deuteron,8.999999999999998,Si,1.0,8.99585,0.171127,0.00171127,10000
deuteron,8.999999999999998,Si,1.25,8.99776,0.151397,0.00151397,10000
deuteron,8.999999999999998,Si,1.5,8.99727,0.167166,0.00167166,10000
deuteron,8.999999999999998,Si,1.75,8.99707,0.136961,0.00136961,10000
deuteron,8.999999999999998,Si,2.0,8.9939,0.19285,0.0019285,10000
deuteron,9.1,Si,0.5,9.0975,0.14212,0.0014212,10000
deuteron,9.1,Si,0.75,9.09731,0.118034,0.00118034,10000
deuteron,9.1,Si,1.0,9.09695,0.116053,0.00116053,10000
deuteron,9.1,Si,1.25,9.09697,0.157849,0.00157849,10000
deuteron,9.1,Si,1.5,9.0957,0.148557,0.00148557,10000
deuteron,9.1,Si,1.75,9.09434,0.182488,0.00182488,10000
deuteron,9.1,Si,2.0,9.09756,0.129402,0.00129402,10000
deuteron,9.2,Si,0.5,9.19534,0.175139,0.00175139,10000
deuteron,9.2,Si,0.75,9.1978,0.136565,0.00136565,10000
deuteron,9.2,Si,1.0,9.1983,0.122651,0.00122651,10000
deuteron,9.2,Si,1.25,9.19711,0.1395,0.001395,10000
deuteron,9.2,Si,1.5,9.19678,0.11095,0.0011095,10000
deuteron,9.2,Si,1.75,9.19507,0.177899,0.00177899,10000
deuteron,9.2,Si,2.0,9.19456,0.177267,0.00177267,10000
deuteron,9.299999999999999,Si,0.5,9.29671,0.16939,0.0016939,10000
deuteron,9.299999999999999,Si,0.75,9.29427,0.195305,0.00195305,10000
deuteron,9.299999999999999,Si,1.0,9.29822,0.110238,0.00110238,10000
deuteron,9.299999999999999,Si,1.25,9.29585,0.1565,0.001565,10000
deuteron,9.299999999999999,Si,1.5,9.29756,0.156813,0.00156813,10000
deuteron,9.299999999999999,Si,1.75,9.29458,0.206102,0.00206102,10000
deuteron,9.299999999999999,Si,2.0,9.29755,0.172324,0.00172324,10000
deuteron,9.399999999999999,Si,0.5,9.39413,0.184552,0.00184552,10000
deuteron,9.399999999999999,Si,0.75,9.39462,0.160911,0.00160911,10000
deuteron,9.399999999999999,Si,1.0,9.39486,0.174176,0.00174176,10000
deuteron,9.399999999999999,Si,1.25,9.39646,0.169331,0.00169331,10000
deuteron,9.399999999999999,Si,1.5,9.39855,0.162348,0.00162348,10000
deuteron,9.399999999999999,Si,1.75,9.39866,0.136272,0.00136272,10000
deuteron,9.399999999999999,Si,2.0,9.39569,0.139631,0.00139631,10000
deuteron,9.499999999999998,Si,0.5,9.4972,0.132036,0.00132036,10000
deuteron,9.499999999999998,Si,0.75,9.49465,0.174936,0.00174936,10000
deuteron,9.499999999999998,Si,1.0,9.49603,0.12506,0.0012506,10000
deuteron,9.499999999999998,Si,1.25,9.49384,0.186961,0.00186961,10000
deuteron,9.499999999999998,Si,1.5,9.49636,0.154955,0.00154955,10000
deuteron,9.499999999999998,Si,1.75,9.49622,0.16557,0.0016557,10000
deuteron,9.499999999999998,Si,2.0,9.49524,0.197566,0.00197566,10000
deuteron,9.6,Si,0.5,9.59219,0.205916,0.00205916,10000
deuteron,9.6,Si,0.75,9.59401,0.172499,0.00172499,10000
deuteron,9.6,Si,1.0,9.59662,0.145619,0.00145619,10000
deuteron,9.6,Si,1.25,9.59777,0.125787,0.00125787,10000
deuteron,9.6,Si,1.5,9.59454,0.196083,0.00196083,10000
deuteron,9.6,Si,1.75,9.59688,0.173288,0.00173288,10000
deuteron,9.6,Si,2.0,9.59296,0.208846,0.00208846,10000
deuteron,9.7,Si,0.5,9.69296,0.179629,0.00179629,10000
deuteron,9.7,Si,0.75,9.6956,0.165862,0.00165862,10000
deuteron,9.7,Si,1.0,9.69495,0.195606,0.00195606,10000
deuteron,9.7,Si,1.25,9.69799,0.151077,0.00151077,10000
deuteron,9.7,Si,1.5,9.69394,0.183824,0.00183824,10000
deuteron,9.7,Si,1.75,9.69663,0.183381,0.00183381,10000
deuteron,9.7,Si,2.0,9.69545,0.162329,0.00162329,10000
deuteron,9.799999999999999,Si,0.5,9.79547,0.183445,0.00183445,10000
deuteron,9.799999999999999,Si,0.75,9.7948,0.174031,0.00174031,10000
deuteron,9.799999999999999,Si,1.0,9.79587,0.176649,0.00176649,10000
deuteron,9.799999999999999,Si,1.25,9.79755,0.144192,0.00144192,10000
deuteron,9.799999999999999,Si,1.5,9.79665,0.167331,0.00167331,10000
deuteron,9.799999999999999,Si,1.75,9.79924,0.17389,0.0017389,10000
deuteron,9.799999999999999,Si,2.0,9.79696,0.154023,0.00154023,10000
deuteron,9.899999999999999,Si,0.5,9.89576,0.148253,0.00148253,10000
deuteron,9.899999999999999,Si,0.75,9.89124,0.22187,0.0022187,10000
deuteron,9.899999999999999,Si,1.0,9.89389,0.230768,0.00230768,10000
deuteron,9.899999999999999,Si,1.25,9.89548,0.180479,0.00180479,10000
deuteron,9.899999999999999,Si,1.5,9.89324,0.243997,0.00243997,10000
deuteron,9.899999999999999,Si,1.75,9.89736,0.153964,0.00153964,10000
deuteron,9.899999999999999,Si,2.0,9.89733,0.13246,0.0013246,10000
deuteron,9.999999999999998,Si,0.5,9.99412,0.165128,0.00165128,10000
deuteron,9.999999999999998,Si,0.75,9.99711,0.166729,0.00166729,10000
deuteron,9.999999999999998,Si,1.0,9.99492,0.217712,0.00217712,10000
deuteron,9.999999999999998,Si,1.25,9.99676,0.189389,0.00189389,10000
deuteron,9.999999999999998,Si,1.5,9.99632,0.190544,0.00190544,10000
deuteron,9.999999999999998,Si,1.75,9.997,0.170363,0.00170363,10000
deuteron,9.999999999999998,Si,2.0,9.99488,0.174445,0.00174445,10000
deuteron,10.1,Si,0.5,10.096,0.162415,0.00162415,10000
deuteron,10.1,Si,0.75,10.0944,0.201707,0.00201707,10000
deuteron,10.1,Si,1.0,10.0978,0.173582,0.00173582,10000
deuteron,10.1,Si,1.25,10.0917,0.222401,0.00222401,10000
deuteron,10.1,Si,1.5,10.0967,0.154839,0.00154839,10000
deuteron,10.1,Si,1.75,10.0978,0.170697,0.00170697,10000
deuteron,10.1,Si,2.0,10.0942,0.170204,0.00170204,10000
deuteron,10.2,Si,0.5,10.1915,0.216806,0.00216806,10000
deuteron,10.2,Si,0.75,10.1887,0.274008,0.00274008,10000
deuteron,10.2,Si,1.0,10.1937,0.172514,0.00172514,10000
deuteron,10.2,Si,1.25,10.1951,0.164194,0.00164194,10000
deuteron,10.2,Si,1.5,10.1935,0.211773,0.00211773,10000
deuteron,10.2,Si,1.75,10.1988,0.162676,0.00162676,10000
deuteron,10.2,Si,2.0,10.1946,0.206492,0.00206492,10000
deuteron,10.299999999999999,Si,0.5,10.2898,0.253459,0.00253459,10000
deuteron,10.299999999999999,Si,0.75,10.2925,0.200596,0.00200596,10000
deuteron,10.299999999999999,Si,1.0,10.2972,0.142168,0.00142168,10000
deuteron,10.299999999999999,Si,1.25,10.2968,0.150102,0.00150102,10000
deuteron,10.299999999999999,Si,1.5,10.2927,0.258265,0.00258265,10000
deuteron,10.299999999999999,Si,1.75,10.2927,0.238841,0.00238841,10000
deuteron,10.299999999999999,Si,2.0,10.2941,0.184759,0.00184759,10000
deuteron,10.399999999999999,Si,0.5,10.3948,0.165476,0.00165476,10000
deuteron,10.399999999999999,Si,0.75,10.3922,0.189635,0.00189635,10000
deuteron,10.399999999999999,Si,1.0,10.3966,0.146831,0.00146831,10000
deuteron,10.399999999999999,Si,1.25,10.398,0.167959,0.00167959,10000
deuteron,10.399999999999999,Si,1.5,10.3946,0.167142,0.00167142,10000
deuteron,10.399999999999999,Si,1.75,10.3916,0.206876,0.00206876,10000
