particle,energy_MeV,detector_material,detector_thickness_mm,mean_eDep_MeV,std_eDep_MeV,stderr_eDep_MeV,n_events
gamma,3.1999999999999997,Si,0.5,0.00059566,0.0131901,4.17107e-05,100000
gamma,3.1999999999999997,Si,0.75,0.00132079,0.0243589,7.70297e-05,100000
gamma,3.1999999999999997,Si,1.0,0.00225894,0.035931,0.000113624,100000
gamma,3.1999999999999997,Si,1.25,0.00352243,0.0469685,0.000148527,100000
gamma,3.1999999999999997,Si,1.5,0.00506548,0.0645701,0.000204189,100000
gamma,3.1999999999999997,Si,1.75,0.0068804,0.0788885,0.000249467,100000
gamma,3.1999999999999997,Si,2.0,0.010017,0.100287,0.000317134,100000
gamma,3.3,Si,0.5,0.000598137,0.0141284,4.46778e-05,100000
gamma,3.3,Si,0.75,0.00122348,0.0216694,6.85247e-05,100000
gamma,3.3,Si,1.0,0.00233492,0.0370325,0.000117107,100000
gamma,3.3,Si,1.25,0.00380448,0.0518082,0.000163832,100000
gamma,3.3,Si,1.5,0.00516951,0.0642353,0.00020313,100000
gamma,3.3,Si,1.75,0.00685814,0.0822348,0.000260049,100000
gamma,3.3,Si,2.0,0.00876999,0.0930163,0.000294143,100000
gamma,3.4,Si,0.5,0.000558453,0.0123008,3.88986e-05,100000
gamma,3.4,Si,0.75,0.00122028,0.0226471,7.16163e-05,100000
gamma,3.4,Si,1.0,0.00219974,0.0335164,0.000105988,100000
gamma,3.4,Si,1.25,0.00388996,0.0529877,0.000167562,100000
gamma,3.4,Si,1.5,0.00483115,0.0621852,0.000196647,100000
gamma,3.4,Si,1.75,0.00655279,0.0776189,0.000245453,100000
gamma,3.4,Si,2.0,0.00959533,0.101495,0.000320955,100000
gamma,3.5,Si,0.5,0.000540754,0.0122349,3.86902e-05,100000
gamma,3.5,Si,0.75,0.0013022,0.0251422,7.95066e-05,100000
gamma,3.5,Si,1.0,0.0021096,0.0367102,0.000116088,100000
gamma,3.5,Si,1.25,0.00370686,0.0512155,0.000161958,100000
gamma,3.5,Si,1.5,0.00520486,0.0676368,0.000213886,100000
gamma,3.5,Si,1.75,0.0066939,0.0788352,0.000249299,100000
gamma,3.5,Si,2.0,0.00894476,0.0967446,0.000305933,100000
gamma,3.5999999999999996,Si,0.5,0.000528878,0.0128352,4.05886e-05,100000
gamma,3.5999999999999996,Si,0.75,0.0012392,0.0237819,7.5205e-05,100000
gamma,3.5999999999999996,Si,1.0,0.00225094,0.0367466,0.000116203,100000
gamma,3.5999999999999996,Si,1.25,0.00350155,0.0508808,0.000160899,100000
gamma,3.5999999999999996,Si,1.5,0.00494824,0.0622795,0.000196945,100000
gamma,3.5999999999999996,Si,1.75,0.00727346,0.0852195,0.000269488,100000
gamma,3.5999999999999996,Si,2.0,0.00859299,0.0957985,0.000302942,100000
gamma,3.6999999999999997,Si,0.5,0.000529257,0.0123068,3.89174e-05,100000
gamma,3.6999999999999997,Si,0.75,0.00128255,0.0239376,7.56972e-05,100000
gamma,3.6999999999999997,Si,1.0,0.00224859,0.0366517,0.000115903,100000
gamma,3.6999999999999997,Si,1.25,0.00324204,0.0472035,0.000149271,100000
gamma,3.6999999999999997,Si,1.5,0.00470125,0.0605692,0.000191537,100000
gamma,3.6999999999999997,Si,1.75,0.00665089,0.0799433,0.000252803,100000
gamma,3.6999999999999997,Si,2.0,0.008901,0.0988703,0.000312655,100000
gamma,3.8,Si,0.5,0.000530456,0.0125848,3.97967e-05,100000
gamma,3.8,Si,0.75,0.00119002,0.0224912,7.11235e-05,100000
gamma,3.8,Si,1.0,0.00202888,0.0326411,0.00010322,100000
gamma,3.8,Si,1.25,0.00327816,0.047573,0.000150439,100000
gamma,3.8,Si,1.5,0.00490601,0.0632999,0.000200172,100000
gamma,3.8,Si,1.75,0.00655264,0.0787344,0.00024898,100000
gamma,3.8,Si,2.0,0.0085282,0.0950273,0.000300503,100000
gamma,3.9,Si,0.5,0.000461588,0.0113656,3.59411e-05,100000
gamma,3.9,Si,0.75,0.00126253,0.0245104,7.75087e-05,100000
gamma,3.9,Si,1.0,0.00230532,0.0373348,0.000118063,100000
gamma,3.9,Si,1.25,0.00348928,0.05067,0.000160233,100000
gamma,3.9,Si,1.5,0.00478278,0.0615438,0.000194619,100000
gamma,3.9,Si,1.75,0.00646995,0.0796796,0.000251969,100000
gamma,3.9,Si,2.0,0.00786887,0.0902617,0.000285433,100000
gamma,3.9999999999999996,Si,0.5,0.000506902,0.0114831,3.63127e-05,100000
gamma,3.9999999999999996,Si,0.75,0.00113763,0.0225424,7.12854e-05,100000
gamma,3.9999999999999996,Si,1.0,0.00201557,0.0328302,0.000103818,100000
gamma,3.9999999999999996,Si,1.25,0.00325151,0.0466226,0.000147433,100000
gamma,3.9999999999999996,Si,1.5,0.00468726,0.0632296,0.00019995,100000
gamma,3.9999999999999996,Si,1.75,0.00651746,0.0805304,0.000254659,100000
gamma,3.9999999999999996,Si,2.0,0.00831237,0.0928407,0.000293588,100000
gamma,4.1,Si,0.5,0.000494143,0.0120409,3.80768e-05,100000
gamma,4.1,Si,0.75,0.00107093,0.020156,6.37388e-05,100000
gamma,4.1,Si,1.0,0.00229293,0.0369558,0.000116864,100000
gamma,4.1,Si,1.25,0.00336824,0.0507294,0.00016042,100000
gamma,4.1,Si,1.5,0.00450504,0.0606225,0.000191705,100000
gamma,4.1,Si,1.75,0.00605502,0.0732635,0.000231679,100000
gamma,4.1,Si,2.0,0.00888681,0.0991187,0.000313441,100000
gamma,4.199999999999999,Si,0.5,0.000467949,0.0123727,3.91259e-05,100000
gamma,4.199999999999999,Si,0.75,0.00122089,0.024043,7.60307e-05,100000
gamma,4.199999999999999,Si,1.0,0.00197791,0.0327503,0.000103566,100000
gamma,4.199999999999999,Si,1.25,0.0032702,0.0486605,0.000153878,100000
gamma,4.199999999999999,Si,1.5,0.00474248,0.0626539,0.000198129,100000
gamma,4.199999999999999,Si,1.75,0.00622717,0.077629,0.000245484,100000
gamma,4.199999999999999,Si,2.0,0.00803095,0.0931094,0.000294438,100000
gamma,4.299999999999999,Si,0.5,0.000488547,0.0121733,3.84952e-05,100000
gamma,4.299999999999999,Si,0.75,0.0011541,0.0238247,7.53402e-05,100000
gamma,4.299999999999999,Si,1.0,0.0020529,0.0338214,0.000106953,100000
gamma,4.299999999999999,Si,1.25,0.00342656,0.0510328,0.00016138,100000
gamma,4.299999999999999,Si,1.5,0.00454973,0.0621645,0.000196582,100000
gamma,4.299999999999999,Si,1.75,0.00605493,0.0763025,0.00024129,100000
gamma,4.299999999999999,Si,2.0,0.00812852,0.0934187,0.000295416,100000
gamma,4.3999999999999995,Si,0.5,0.000553862,0.0136057,4.30251e-05,100000
gamma,4.3999999999999995,Si,0.75,0.00111312,0.0224272,7.09211e-05,100000
gamma,4.3999999999999995,Si,1.0,0.00204111,0.0347101,0.000109763,100000
gamma,4.3999999999999995,Si,1.25,0.00316651,0.0488701,0.000154541,100000
gamma,4.3999999999999995,Si,1.5,0.0044997,0.0593511,0.000187685,100000
gamma,4.3999999999999995,Si,1.75,0.00655602,0.0815016,0.000257731,100000
gamma,4.3999999999999995,Si,2.0,0.00770498,0.0893096,0.000282422,100000
gamma,4.499999999999999,Si,0.5,0.000428615,0.0104067,3.29088e-05,100000
gamma,4.499999999999999,Si,0.75,0.000957774,0.0192867,6.09898e-05,100000
gamma,4.499999999999999,Si,1.0,0.0021662,0.0367537,0.000116225,100000
gamma,4.499999999999999,Si,1.25,0.00330053,0.0490933,0.000155247,100000
gamma,4.499999999999999,Si,1.5,0.00494307,0.0653073,0.00020652,100000
gamma,4.499999999999999,Si,1.75,0.00622919,0.078091,0.000246945,100000
gamma,4.499999999999999,Si,2.0,0.00809365,0.0957554,0.000302805,100000
gamma,4.6,Si,0.5,0.000406462,0.0104459,3.30327e-05,100000
gamma,4.6,Si,0.75,0.00106612,0.0201722,6.37902e-05,100000
gamma,4.6,Si,1.0,0.00188199,0.0320937,0.000101489,100000
gamma,4.6,Si,1.25,0.00297922,0.0451664,0.000142829,100000
gamma,4.6,Si,1.5,0.00439196,0.060653,0.000191802,100000
gamma,4.6,Si,1.75,0.00598394,0.0760684,0.00024055,100000
gamma,4.6,Si,2.0,0.00820652,0.0959062,0.000303282,100000
gamma,4.699999999999999,Si,0.5,0.000492748,0.0123258,3.89777e-05,100000
gamma,4.699999999999999,Si,0.75,0.00112574,0.0233012,7.36848e-05,100000
gamma,4.699999999999999,Si,1.0,0.00187024,0.0314342,9.94036e-05,100000
gamma,4.699999999999999,Si,1.25,0.00296676,0.0448665,0.00014188,100000
gamma,4.699999999999999,Si,1.5,0.00434206,0.0600859,0.000190008,100000
gamma,4.699999999999999,Si,1.75,0.00589024,0.0758349,0.000239811,100000
gamma,4.699999999999999,Si,2.0,0.00820399,0.0961842,0.000304161,100000
gamma,4.799999999999999,Si,0.5,0.000511811,0.0127273,4.02474e-05,100000
gamma,4.799999999999999,Si,0.75,0.000965639,0.0195354,6.17763e-05,100000
gamma,4.799999999999999,Si,1.0,0.0019081,0.0333112,0.000105339,100000
gamma,4.799999999999999,Si,1.25,0.00292283,0.0433643,0.00013713,100000
gamma,4.799999999999999,Si,1.5,0.00464153,0.063398,0.000200482,100000
gamma,4.799999999999999,Si,1.75,0.00611728,0.0759815,0.000240275,100000
gamma,4.799999999999999,Si,2.0,0.00759897,0.0879796,0.000278216,100000
gamma,4.8999999999999995,Si,0.5,0.000413408,0.0101385,3.20607e-05,100000
gamma,4.8999999999999995,Si,0.75,0.000968075,0.019728,6.23853e-05,100000
gamma,4.8999999999999995,Si,1.0,0.00182008,0.0314743,9.95306e-05,100000
gamma,4.8999999999999995,Si,1.25,0.00296731,0.0450734,0.000142535,100000
gamma,4.8999999999999995,Si,1.5,0.00452341,0.0624846,0.000197594,100000
gamma,4.8999999999999995,Si,1.75,0.00614742,0.0756486,0.000239222,100000
gamma,4.8999999999999995,Si,2.0,0.00811812,0.0967656,0.000306,100000
gamma,4.999999999999999,Si,0.5,0.000365125,0.00982237,3.10611e-05,100000
gamma,4.999999999999999,Si,0.75,0.00102233,0.0189826,6.00282e-05,100000
gamma,4.999999999999999,Si,1.0,0.00212234,0.0352392,0.000111436,100000
gamma,4.999999999999999,Si,1.25,0.00304441,0.0435902,0.000137844,100000
gamma,4.999999999999999,Si,1.5,0.0044788,0.0647792,0.00020485,100000
gamma,4.999999999999999,Si,1.75,0.00593358,0.0754077,0.00023846,100000
gamma,4.999999999999999,Si,2.0,0.00732404,0.0880542,0.000278452,100000
gamma,5.1,Si,0.5,0.00048363,0.0122532,3.87481e-05,100000
gamma,5.1,Si,0.75,0.000949579,0.0202793,6.41289e-05,100000
gamma,5.1,Si,1.0,0.00193282,0.034009,0.000107546,100000
gamma,5.1,Si,1.25,0.00282806,0.0453028,0.00014326,100000
gamma,5.1,Si,1.5,0.00436243,0.0614503,0.000194323,100000
gamma,5.1,Si,1.75,0.00611134,0.0758312,0.000239799,100000
gamma,5.1,Si,2.0,0.00749508,0.0874212,0.00027645,100000
gamma,5.199999999999999,Si,0.5,0.00049221,0.0119313,3.77301e-05,100000
gamma,5.199999999999999,Si,0.75,0.00106536,0.0206877,6.54201e-05,100000
gamma,5.199999999999999,Si,1.0,0.00191878,0.0310342,9.81386e-05,100000
gamma,5.199999999999999,Si,1.25,0.00305861,0.0481998,0.000152421,100000
gamma,5.199999999999999,Si,1.5,0.0042029,0.059801,0.000189108,100000
gamma,5.199999999999999,Si,1.75,0.00587548,0.0744166,0.000235326,100000
gamma,5.199999999999999,Si,2.0,0.00804896,0.0933424,0.000295175,100000
gamma,5.299999999999999,Si,0.5,0.00044919,0.0117409,3.7128e-05,100000
gamma,5.299999999999999,Si,0.75,0.000978583,0.018145,5.73796e-05,100000
gamma,5.299999999999999,Si,1.0,0.00186681,0.0312808,9.89185e-05,100000
gamma,5.299999999999999,Si,1.25,0.00280275,0.0441219,0.000139526,100000
gamma,5.299999999999999,Si,1.5,0.00438085,0.061987,0.00019602,100000
gamma,5.299999999999999,Si,1.75,0.00588883,0.074949,0.000237009,100000
gamma,5.299999999999999,Si,2.0,0.00750521,0.0901893,0.000285204,100000
gamma,5.3999999999999995,Si,0.5,0.000431473,0.0113222,3.5804e-05,100000
gamma,5.3999999999999995,Si,0.75,0.00102778,0.0209212,6.61587e-05,100000
gamma,5.3999999999999995,Si,1.0,0.0018018,0.0312842,9.89294e-05,100000
gamma,5.3999999999999995,Si,1.25,0.00318379,0.0492246,0.000155662,100000
gamma,5.3999999999999995,Si,1.5,0.00397507,0.0542985,0.000171707,100000
gamma,5.3999999999999995,Si,1.75,0.00576282,0.075089,0.000237452,100000
gamma,5.3999999999999995,Si,2.0,0.00710156,0.0865977,0.000273846,100000
gamma,5.499999999999999,Si,0.5,0.000476168,0.0114416,3.61817e-05,100000
gamma,5.499999999999999,Si,0.75,0.000981052,0.0199565,6.31081e-05,100000
gamma,5.499999999999999,Si,1.0,0.0018122,0.031926,0.000100959,100000
gamma,5.499999999999999,Si,1.25,0.00301896,0.0468744,0.00014823,100000
gamma,5.499999999999999,Si,1.5,0.00392183,0.0564039,0.000178365,100000
gamma,5.499999999999999,Si,1.75,0.00569992,0.074295,0.000234941,100000
gamma,5.499999999999999,Si,2.0,0.00788401,0.0920421,0.000291063,100000
gamma,5.599999999999999,Si,0.5,0.000418795,0.00993304,3.1411e-05,100000
gamma,5.599999999999999,Si,0.75,0.00100129,0.0202244,6.39552e-05,100000
gamma,5.599999999999999,Si,1.0,0.0017912,0.0317335,0.00010035,100000
gamma,5.599999999999999,Si,1.25,0.00301122,0.047048,0.000148779,100000
gamma,5.599999999999999,Si,1.5,0.00421852,0.058563,0.000185192,100000
gamma,5.599999999999999,Si,1.75,0.00570174,0.0745313,0.000235689,100000
gamma,5.599999999999999,Si,2.0,0.0074041,0.0903412,0.000285684,100000
gamma,5.699999999999999,Si,0.5,0.000418069,0.0110028,3.47938e-05,100000
gamma,5.699999999999999,Si,0.75,0.00106125,0.0214112,6.77082e-05,100000
gamma,5.699999999999999,Si,1.0,0.00181058,0.0311701,9.85685e-05,100000
gamma,5.699999999999999,Si,1.25,0.00270383,0.0427291,0.000135121,100000
gamma,5.699999999999999,Si,1.5,0.00416492,0.0585496,0.00018515,100000
gamma,5.699999999999999,Si,1.75,0.00558049,0.0724687,0.000229166,100000
gamma,5.699999999999999,Si,2.0,0.00757148,0.0893348,0.000282501,100000
gamma,5.799999999999999,Si,0.5,0.00040469,0.0102554,3.24305e-05,100000
gamma,5.799999999999999,Si,0.75,0.0010148,0.0208097,6.5806e-05,100000
gamma,5.799999999999999,Si,1.0,0.0019122,0.0336532,0.000106421,100000
gamma,5.799999999999999,Si,1.25,0.00305801,0.0478218,0.000151226,100000
gamma,5.799999999999999,Si,1.5,0.00421901,0.0607927,0.000192244,100000
gamma,5.799999999999999,Si,1.75,0.00562092,0.0742925,0.000234934,100000
gamma,5.799999999999999,Si,2.0,0.00739381,0.090615,0.00028655,100000
gamma,5.8999999999999995,Si,0.5,0.000489019,0.0125697,3.97487e-05,100000
gamma,5.8999999999999995,Si,0.75,0.00088865,0.0185852,5.87716e-05,100000
gamma,5.8999999999999995,Si,1.0,0.00177169,0.0317967,0.00010055,100000
gamma,5.8999999999999995,Si,1.25,0.00313751,0.047132,0.000149044,100000
gamma,5.8999999999999995,Si,1.5,0.00433458,0.0594891,0.000188121,100000
gamma,5.8999999999999995,Si,1.75,0.00544725,0.0727475,0.000230048,100000
gamma,5.8999999999999995,Si,2.0,0.00701999,0.0881421,0.00027873,100000
gamma,5.999999999999999,Si,0.5,0.000425596,0.0112636,3.56186e-05,100000
gamma,5.999999999999999,Si,0.75,0.000804822,0.0170238,5.38338e-05,100000
gamma,5.999999999999999,Si,1.0,0.00175592,0.029855,9.44098e-05,100000
gamma,5.999999999999999,Si,1.25,0.00268954,0.0439427,0.000138959,100000
gamma,5.999999999999999,Si,1.5,0.00402691,0.0573104,0.000181232,100000
gamma,5.999999999999999,Si,1.75,0.00540038,0.0708398,0.000224015,100000
gamma,5.999999999999999,Si,2.0,0.00733374,0.0894707,0.000282931,100000
gamma,6.099999999999999,Si,0.5,0.000401747,0.0108638,3.43542e-05,100000
gamma,6.099999999999999,Si,0.75,0.000925147,0.0205659,6.50352e-05,100000
gamma,6.099999999999999,Si,1.0,0.0016855,0.0296447,9.37448e-05,100000
gamma,6.099999999999999,Si,1.25,0.00274783,0.0439543,0.000138996,100000
gamma,6.099999999999999,Si,1.5,0.00409623,0.057457,0.000181695,100000
gamma,6.099999999999999,Si,1.75,0.00536778,0.0688265,0.000217649,100000
gamma,6.099999999999999,Si,2.0,0.00726676,0.0892174,0.00028213,100000
gamma,6.199999999999999,Si,0.5,0.000394676,0.0104536,3.30571e-05,100000
gamma,6.199999999999999,Si,0.75,0.000952364,0.0202067,6.38992e-05,100000
gamma,6.199999999999999,Si,1.0,0.00201084,0.0352116,0.000111349,100000
gamma,6.199999999999999,Si,1.25,0.00273134,0.0411328,0.000130073,100000
gamma,6.199999999999999,Si,1.5,0.00394371,0.0560683,0.000177304,100000
gamma,6.199999999999999,Si,1.75,0.00600184,0.0780289,0.000246749,100000
gamma,6.199999999999999,Si,2.0,0.00763772,0.0929216,0.000293844,100000
gamma,6.299999999999999,Si,0.5,0.000409278,0.0102469,3.24034e-05,100000
gamma,6.299999999999999,Si,0.75,0.000833603,0.0180742,5.71557e-05,100000
gamma,6.299999999999999,Si,1.0,0.00168041,0.029579,9.3537e-05,100000
gamma,6.299999999999999,Si,1.25,0.00285653,0.0444968,0.000140711,100000
gamma,6.299999999999999,Si,1.5,0.00406821,0.0580777,0.000183658,100000
gamma,6.299999999999999,Si,1.75,0.00524868,0.0703891,0.00022259,100000
gamma,6.299999999999999,Si,2.0,0.00732021,0.0909359,0.000287564,100000
gamma,6.3999999999999995,Si,0.5,0.000455556,0.011281,3.56737e-05,100000
gamma,6.3999999999999995,Si,0.75,0.000885739,0.0175133,5.53818e-05,100000
gamma,6.3999999999999995,Si,1.0,0.00167452,0.0287112,9.07927e-05,100000
gamma,6.3999999999999995,Si,1.25,0.00280095,0.0440247,0.000139218,100000
gamma,6.3999999999999995,Si,1.5,0.00383081,0.0543117,0.000171749,100000
gamma,6.3999999999999995,Si,1.75,0.00577128,0.0746701,0.000236128,100000
gamma,6.3999999999999995,Si,2.0,0.00777131,0.0936694,0.000296209,100000
gamma,6.499999999999999,Si,0.5,0.000468394,0.0118081,3.73404e-05,100000
gamma,6.499999999999999,Si,0.75,0.000981444,0.0211679,6.69389e-05,100000
gamma,6.499999999999999,Si,1.0,0.00183503,0.0307292,9.71743e-05,100000
gamma,6.499999999999999,Si,1.25,0.00288133,0.045044,0.000142442,100000
gamma,6.499999999999999,Si,1.5,0.00404729,0.0578892,0.000183062,100000
gamma,6.499999999999999,Si,1.75,0.00551859,0.0727905,0.000230184,100000
gamma,6.499999999999999,Si,2.0,0.00753563,0.0888953,0.000281112,100000
gamma,6.599999999999999,Si,0.5,0.000385149,0.00939713,2.97163e-05,100000
gamma,6.599999999999999,Si,0.75,0.000956908,0.019187,6.06748e-05,100000
gamma,6.599999999999999,Si,1.0,0.00178209,0.0302699,9.57217e-05,100000
gamma,6.599999999999999,Si,1.25,0.00245129,0.038689,0.000122345,100000
gamma,6.599999999999999,Si,1.5,0.00408597,0.0584739,0.000184911,100000
gamma,6.599999999999999,Si,1.75,0.00565511,0.0740669,0.00023422,100000
gamma,6.599999999999999,Si,2.0,0.00725932,0.0891895,0.000282042,100000
gamma,6.699999999999999,Si,0.5,0.000454288,0.0115824,3.66267e-05,100000
gamma,6.699999999999999,Si,0.75,0.00094348,0.0204819,6.47694e-05,100000
gamma,6.699999999999999,Si,1.0,0.00176049,0.0299402,9.46793e-05,100000
gamma,6.699999999999999,Si,1.25,0.0028417,0.0461364,0.000145896,100000
gamma,6.699999999999999,Si,1.5,0.00363712,0.0533139,0.000168593,100000
gamma,6.699999999999999,Si,1.75,0.00556346,0.0726745,0.000229817,100000
gamma,6.699999999999999,Si,2.0,0.00696662,0.0870841,0.000275384,100000
gamma,6.799999999999999,Si,0.5,0.000394857,0.0106525,3.3686e-05,100000
gamma,6.799999999999999,Si,0.75,0.0010155,0.0210352,6.65192e-05,100000
gamma,6.799999999999999,Si,1.0,0.00158759,0.0281949,8.91602e-05,100000
gamma,6.799999999999999,Si,1.25,0.00269443,0.0420085,0.000132843,100000
gamma,6.799999999999999,Si,1.5,0.00428701,0.0607162,0.000192001,100000
gamma,6.799999999999999,Si,1.75,0.0055174,0.0735857,0.000232698,100000
gamma,6.799999999999999,Si,2.0,0.00718765,0.0875711,0.000276924,100000
gamma,6.8999999999999995,Si,0.5,0.000379404,0.00998402,3.15722e-05,100000
gamma,6.8999999999999995,Si,0.75,0.00093152,0.0188873,5.97269e-05,100000
gamma,6.8999999999999995,Si,1.0,0.00191277,0.0331882,0.00010495,100000
gamma,6.8999999999999995,Si,1.25,0.00273641,0.0444041,0.000140418,100000
gamma,6.8999999999999995,Si,1.5,0.00406532,0.057471,0.000181739,100000
gamma,6.8999999999999995,Si,1.75,0.00527296,0.0714512,0.000225948,100000
gamma,6.8999999999999995,Si,2.0,0.00695981,0.0861224,0.000272343,100000
gamma,6.999999999999999,Si,0.5,0.000424754,0.0111555,3.52767e-05,100000
gamma,6.999999999999999,Si,0.75,0.000991603,0.0210393,6.65321e-05,100000
gamma,6.999999999999999,Si,1.0,0.00181826,0.0347583,0.000109915,100000
gamma,6.999999999999999,Si,1.25,0.00293761,0.0450776,0.000142548,100000
gamma,6.999999999999999,Si,1.5,0.00381217,0.0548028,0.000173302,100000
gamma,6.999999999999999,Si,1.75,0.00576228,0.0755438,0.00023889,100000
gamma,6.999999999999999,Si,2.0,0.00683998,0.0847696,0.000268065,100000
gamma,7.099999999999999,Si,0.5,0.00041297,0.0102704,3.24778e-05,100000
gamma,7.099999999999999,Si,0.75,0.00104152,0.0198875,6.28899e-05,100000
gamma,7.099999999999999,Si,1.0,0.00170892,0.0322476,0.000101976,100000
gamma,7.099999999999999,Si,1.25,0.00244317,0.0391947,0.000123945,100000
gamma,7.099999999999999,Si,1.5,0.0037678,0.0534254,0.000168946,100000
gamma,7.099999999999999,Si,1.75,0.00486725,0.0675375,0.000213572,100000
gamma,7.099999999999999,Si,2.0,0.0069811,0.085758,0.000271191,100000
gamma,7.199999999999999,Si,0.5,0.000440842,0.0120533,3.81158e-05,100000
gamma,7.199999999999999,Si,0.75,0.000973068,0.0190089,6.01113e-05,100000
gamma,7.199999999999999,Si,1.0,0.00186192,0.0319203,0.000100941,100000
gamma,7.199999999999999,Si,1.25,0.00270518,0.0433521,0.000137091,100000
gamma,7.199999999999999,Si,1.5,0.00378563,0.0559411,0.000176901,100000
gamma,7.199999999999999,Si,1.75,0.00498249,0.0682102,0.0002157,100000
gamma,7.199999999999999,Si,2.0,0.00676184,0.0854169,0.000270112,100000
gamma,7.299999999999999,Si,0.5,0.000392365,0.0104662,3.30971e-05,100000
gamma,7.299999999999999,Si,0.75,0.00100388,0.0213857,6.76274e-05,100000
gamma,7.299999999999999,Si,1.0,0.00160302,0.030002,9.48746e-05,100000
gamma,7.299999999999999,Si,1.25,0.00273677,0.0448644,0.000141874,100000
gamma,7.299999999999999,Si,1.5,0.00353436,0.0527987,0.000166964,100000
gamma,7.299999999999999,Si,1.75,0.00536602,0.0725795,0.000229516,100000
gamma,7.299999999999999,Si,2.0,0.00686738,0.0841036,0.000265959,100000
gamma,7.3999999999999995,Si,0.5,0.00045882,0.0115828,3.66281e-05,100000
gamma,7.3999999999999995,Si,0.75,0.0009012,0.0177396,5.60974e-05,100000
gamma,7.3999999999999995,Si,1.0,0.00176456,0.031368,9.91945e-05,100000
gamma,7.3999999999999995,Si,1.25,0.00256962,0.0391388,0.000123768,100000
gamma,7.3999999999999995,Si,1.5,0.00399405,0.0570557,0.000180426,100000
gamma,7.3999999999999995,Si,1.75,0.0053417,0.0706413,0.000223387,100000
gamma,7.3999999999999995,Si,2.0,0.00741631,0.0947138,0.000299511,100000
gamma,7.499999999999999,Si,0.5,0.000403228,0.0102729,3.24857e-05,100000
gamma,7.499999999999999,Si,0.75,0.000965847,0.0210612,6.66015e-05,100000
gamma,7.499999999999999,Si,1.0,0.00163807,0.0300326,9.49716e-05,100000
gamma,7.499999999999999,Si,1.25,0.00255326,0.0411412,0.0001301,100000
gamma,7.499999999999999,Si,1.5,0.00380175,0.0557685,0.000176355,100000
gamma,7.499999999999999,Si,1.75,0.00530709,0.0693068,0.000219167,100000
gamma,7.499999999999999,Si,2.0,0.00692214,0.0880629,0.000278479,100000
gamma,7.599999999999999,Si,0.5,0.000380714,0.0106185,3.35785e-05,100000
gamma,7.599999999999999,Si,0.75,0.000884075,0.0185306,5.85988e-05,100000
gamma,7.599999999999999,Si,1.0,0.00157661,0.0309637,9.79157e-05,100000
gamma,7.599999999999999,Si,1.25,0.00263262,0.0416876,0.000131828,100000
gamma,7.599999999999999,Si,1.5,0.00420345,0.0599087,0.000189448,100000
gamma,7.599999999999999,Si,1.75,0.00551433,0.0745504,0.000235749,100000
gamma,7.599999999999999,Si,2.0,0.00703285,0.0860429,0.000272092,100000
gamma,7.699999999999999,Si,0.5,0.000350019,0.00876134,2.77058e-05,100000
gamma,7.699999999999999,Si,0.75,0.000922735,0.0192698,6.09364e-05,100000
gamma,7.699999999999999,Si,1.0,0.00165797,0.0293048,9.26699e-05,100000
gamma,7.699999999999999,Si,1.25,0.0025962,0.0407472,0.000128854,100000
gamma,7.699999999999999,Si,1.5,0.00395491,0.0559492,0.000176927,100000
gamma,7.699999999999999,Si,1.75,0.00514737,0.0663549,0.000209833,100000
gamma,7.699999999999999,Si,2.0,0.00688222,0.0847792,0.000268095,100000
gamma,7.799999999999999,Si,0.5,0.000408434,0.010591,3.34917e-05,100000
gamma,7.799999999999999,Si,0.75,0.00100809,0.021085,6.66767e-05,100000
gamma,7.799999999999999,Si,1.0,0.00167067,0.0288235,9.11479e-05,100000
gamma,7.799999999999999,Si,1.25,0.00253814,0.0411665,0.00013018,100000
gamma,7.799999999999999,Si,1.5,0.00371814,0.0558743,0.00017669,100000
gamma,7.799999999999999,Si,1.75,0.00545279,0.0703553,0.000222483,100000
gamma,7.799999999999999,Si,2.0,0.0073414,0.0928296,0.000293553,100000
gamma,7.899999999999999,Si,0.5,0.000428536,0.0105644,3.34077e-05,100000
gamma,7.899999999999999,Si,0.75,0.000844492,0.0186652,5.90246e-05,100000
gamma,7.899999999999999,Si,1.0,0.00160908,0.0289775,9.1635e-05,100000
gamma,7.899999999999999,Si,1.25,0.00263247,0.0428765,0.000135588,100000
gamma,7.899999999999999,Si,1.5,0.00369005,0.0548181,0.00017335,100000
gamma,7.899999999999999,Si,1.75,0.0057151,0.0763001,0.000241282,100000
gamma,7.899999999999999,Si,2.0,0.00684282,0.0855727,0.000270605,100000
gamma,7.999999999999999,Si,0.5,0.000441035,0.0110117,3.48219e-05,100000
gamma,7.999999999999999,Si,0.75,0.000949146,0.020851,6.59366e-05,100000
gamma,7.999999999999999,Si,1.0,0.00168333,0.0307261,9.71644e-05,100000
gamma,7.999999999999999,Si,1.25,0.0027259,0.0424595,0.000134269,100000
gamma,7.999999999999999,Si,1.5,0.00390815,0.0562478,0.000177871,100000
gamma,7.999999999999999,Si,1.75,0.00542918,0.070394,0.000222605,100000
gamma,7.999999999999999,Si,2.0,0.00694964,0.0849681,0.000268693,100000
gamma,8.1,Si,0.5,0.000327245,0.00809906,2.56115e-05,100000
gamma,8.1,Si,0.75,0.00101767,0.0222085,7.02293e-05,100000
gamma,8.1,Si,1.0,0.00181651,0.0318114,0.000100597,100000
gamma,8.1,Si,1.25,0.00254753,0.0408934,0.000129316,100000
